,id_product,product,brand,series,price,id_shop,location,storage,cpu,date,sold
6399,1862,Asus Tuf Fx505dv R766rt,Asus,tuf,16000000.0,tigercombatam,Batam,512 GB,,2021-01-22,1
6400,1834,Asus Tuf A15 Fx506iu,Asus,tuf,16999000.0,cvkana,Kab. Sleman,1 TB,AMD,2021-01-22,1
6401,1724,Asus Tuf A15 Fx506ii-r75tb6t,Asus,tuf,15499000.0,mayunstore,Jakarta Pusat,512 GB,AMD,2021-01-22,1
6402,1784,Asus Tuf Gaming Fx505dt-r565b6t,Asus,tuf,12100000.0,aringoid,Samarinda,512 GB,AMD,2021-01-22,1
6403,1773,Asus Tuf Fx506li I5,Asus,tuf,11999000.0,mimomart,Jakarta Utara,256 GB,Intel,2021-01-22,2
6404,1863,Asus Tuf Fx505dt-r565b6t Ryzen5-3550h,Asus,tuf,11799000.0,vicmicindonesia,Jakarta Pusat,512 GB,AMD,2021-01-23,2
6405,1743,Asus Tuf A15 Fx506iv,Asus,tuf,17399000.0,toptech,Jakarta Utara,512 GB,AMD,2021-01-23,25
6406,1576,Asus Tuf Gaming Fx506ii-r55tb6t-o,Asus,tuf,13899000.0,vicmicindonesia,Jakarta Pusat,512 GB,AMD,2021-01-23,2
6407,1794,Asus Tuf Fx505dt-r565b6t Ryzen,Asus,tuf,11999000.0,wwweshopcom,Bekasi,,AMD,2021-01-23,4
6408,1738,Asus Tuf A15 Fx506iv,Asus,tuf,16899000.0,toptech,Jakarta Utara,512 GB,AMD,2021-01-23,5
6409,1677,Asus Tuf Gaming A15,Asus,tuf,15999000.0,protechcom,Jakarta Pusat,512 GB,AMD,2021-01-23,147
6410,1678,Asus Tuf Gaming A15,Asus,tuf,14499000.0,collinsofficial,Jakarta Pusat,512 GB,,2021-01-23,80
6411,1685,Asus Tuf Gaming A15,Asus,tuf,19489000.0,protechcom,Jakarta Pusat,512 GB,AMD,2021-01-23,35
6412,1686,Asus Tuf Gaming F15,Asus,tuf,14543000.0,collinsofficial,Jakarta Pusat,512 GB,Intel,2021-01-23,14
6413,1743,Asus Tuf A15 Fx506iv,Asus,tuf,17399000.0,toptech,Jakarta Utara,512 GB,AMD,2021-01-23,25
6414,1681,Asus Tuf Gaming A15,Asus,tuf,17599000.0,protechcom,Jakarta Pusat,1 TB,AMD,2021-01-23,54
6415,1680,Asus Tuf A15 Fx506ih,Asus,tuf,12649000.0,amd-id,Jakarta Utara,512 GB,AMD,2021-01-23,12
6416,1732,Asus Tuf A15 Fx506,Asus,tuf,16899000.0,gateway,Jakarta Utara,512 GB,AMD,2021-01-23,31
6417,1864,Asus Tuf Fx505dt R565b6t,Asus,tuf,11499000.0,blessingcombali,Denpasar,512 GB,AMD,2021-01-23,6
6418,1684,Asus Tuf Gaming A15,Asus,tuf,14999000.0,protechcom,Jakarta Pusat,512 GB,AMD,2021-01-23,51
6419,1632,Hp Omen 15 144hz,Asus,tuf,17799000.0,seits,Jakarta Utara,512 GB,AMD,2021-01-23,8
6420,1675,Lenovo Legion 5 Ryzen,Asus,tuf,21599000.0,sinarmulia,Jakarta Barat,512 GB,AMD,2021-01-23,51
6421,1676,Legion 5 2xid Ryzen,Asus,tuf,18499000.0,legionofficialst,Jakarta Utara,512 GB,AMD,2021-01-23,3
6422,1836,Lenovo Legion 5 Ryzen,Asus,tuf,17699000.0,agresid,Jakarta Utara,512 GB,AMD,2021-01-23,8
6423,1865,Asus Tuf Gaming F15,Asus,tuf,15513000.0,collinsofficial,Jakarta Pusat,512 GB,Intel,2021-01-23,3
6424,1866,Asus Tuf Gaming F15,Asus,tuf,15513000.0,protechcom,Jakarta Pusat,512 GB,Intel,2021-01-23,1
6425,1867,Asus Tuf Gaming F15,Asus,tuf,14543000.0,protechcom,Jakarta Pusat,512 GB,Intel,2021-01-23,5
6426,1868,Asus Tuf Fx506ii-r75tb6t Ryzen,Asus,tuf,14899000.0,prostorecomputer,Jakarta Utara,512 GB,AMD,2021-01-23,8
6427,1869,Asus Gaming Tuf Fx506iv,Asus,tuf,17399000.0,envicstore,Jakarta Utara,512 GB,,2021-01-23,2
6428,1870,Asus Tuf Fx506iv-r9r6b6t Ryzen,Asus,tuf,21199000.0,prostorecomputer,Jakarta Utara,512 GB,AMD,2021-01-23,5
6429,1871,Asus Tuf Gaming A15,Asus,tuf,15199000.0,collinsofficial,Jakarta Pusat,512 GB,,2021-01-23,3
6430,1848,Asus Tuf Gaming F15,Asus,tuf,16999000.0,asus,Jakarta Utara,,Intel,2021-01-23,3
6431,1872,Asus Tuf Fx506iu-r766b7t Ryzen7,Asus,tuf,16699000.0,prostorecomputer,Jakarta Utara,1 TB,AMD,2021-01-23,6
6432,1687,Asus Tuf A15 Fx506ii,Asus,tuf,13499000.0,amd-id,Jakarta Utara,512 GB,AMD,2021-01-23,3
6433,1873,Lenovo Legion 5i Muid,Asus,tuf,23999000.0,legionofficialst,Jakarta Utara,512 GB,Intel,2021-01-23,1
6434,1280,Lenovo Legion 5 A5id,Asus,tuf,18199000.0,agresid,Jakarta Utara,512 GB,AMD,2021-01-23,1
6435,1749,Hp Pavilion Gaming 15-dk1064tx,Asus,tuf,15399000.0,sinarmulia,Jakarta Barat,512 GB,Intel,2021-01-23,92
6436,1763,Lenovo Legion Y740s 1yid,Asus,tuf,35499000.0,legionofficialst,Jakarta Utara,1 TB,Intel,2021-01-23,1
6437,1874,Asus Tuf Gaming Fx506iu,Asus,tuf,17950000.0,vistar518,Jakarta Pusat,1 TB,,2021-01-23,2
6438,1777,Asus Tuf Gaming F15,Asus,tuf,14899000.0,globalpersadasys,Jakarta Pusat,512 GB,Intel,2021-01-23,1
6439,1875,Asus Tuf Gaming A15,Asus,tuf,17799000.0,kbm24store,Jakarta Pusat,1 TB,AMD,2021-01-23,2
6440,1876,Asus Tuf Gaming Fx505d,Asus,tuf,12700000.0,barokaloh,Jakarta Barat,512 GB,AMD,2021-01-23,7
6441,1694,Asus Tuf Gaming A15,Asus,tuf,17399000.0,applemacstore,Jakarta Pusat,512 GB,AMD,2021-01-23,2
6442,1877,Asus Tuf Gaming A15,Asus,tuf,14000000.0,supernovadepok,Depok,512 GB,,2021-01-23,1
6443,1878,Asus Tuf Gaming Fx505gt-i565b6t,Asus,tuf,11999000.0,dutasarana168,Surabaya,512 GB,Intel,2021-01-23,2
6444,1783,Asus Tuf Fx506iu-r766b7t Ryzen,Asus,tuf,16968000.0,geniuscommedan,Medan,1 TB,AMD,2021-01-23,1
6445,1692,Asus Tuf Fx505gt-i565b6t -,Asus,tuf,13500000.0,digitalzone,Jakarta Pusat,512 GB,Intel,2021-01-23,4
6446,1879,Asus Tuf A15 Fx506ii,Asus,tuf,15999000.0,asusbysatuc,Jakarta Pusat,512 GB,AMD,2021-01-23,3
6447,1863,Asus Tuf Fx505dt-r565b6t Ryzen5-3550h,Asus,tuf,11799000.0,vicmicindonesia,Jakarta Pusat,512 GB,AMD,2021-01-23,2
6448,1743,Asus Tuf A15 Fx506iv,Asus,tuf,17399000.0,toptech,Jakarta Utara,512 GB,AMD,2021-01-23,25
6449,1576,Asus Tuf Gaming Fx506ii-r55tb6t-o,Asus,tuf,13899000.0,vicmicindonesia,Jakarta Pusat,512 GB,AMD,2021-01-23,2
6450,1794,Asus Tuf Fx505dt-r565b6t Ryzen,Asus,tuf,11999000.0,wwweshopcom,Bekasi,,AMD,2021-01-23,4
6451,1738,Asus Tuf A15 Fx506iv,Asus,tuf,16899000.0,toptech,Jakarta Utara,512 GB,AMD,2021-01-23,5
6452,1854,Asus Tuf Fx506lu Geforce®,Asus,tuf,17699000.0,nvidiageforcelt,Jakarta Utara,,Intel,2021-01-23,1
6453,1856,Asus Tuf F15 Fx506lh,Asus,tuf,15299000.0,toptech,Jakarta Utara,512 GB,Intel,2021-01-23,1
6454,1857,Asus Tuf Gaming Fx506li-i75tb6t-o,Asus,tuf,16482000.0,collinsofficial,Jakarta Pusat,512 GB,Intel,2021-01-23,2
6455,1858,Asus Tuf Fx506lh I765b8t-o,Asus,tuf,16050000.0,rajaonline18,Jakarta Pusat,512 GB,Intel,2021-01-23,3
6456,1859,Asus Tuf A15 Fx506ii,Asus,tuf,15499000.0,pemmzyogya2,Kab. Sleman,,AMD,2021-01-23,2
6457,1880,Asus Tuf Fx506ii-r75tb6t R7,Asus,tuf,14899000.0,rogsstoreid,Jakarta Utara,512 GB,,2021-01-23,5
6458,1860,Asus Tuf Gaming A15,Asus,tuf,13635000.0,asusbysatuc,Jakarta Pusat,512 GB,AMD,2021-01-23,6
6459,1881,Asus Tuf Gaming A15,Asus,tuf,23199000.0,omgits,Jakarta Selatan,1 TB,AMD,2021-01-23,1
6460,1801,Asus Tuf Fx506iu R766b7t,Asus,tuf,16719000.0,balicircle,Denpasar,1 TB,AMD,2021-01-23,1
6461,1820,Asus Tuf Fx505dy Ryzen,Asus,tuf,11215000.0,bestofselleramba,Jakarta Selatan,256 GB,AMD,2021-01-23,2
6462,1632,Hp Omen 15 144hz,Asus,tuf,17799000.0,seits,Jakarta Utara,512 GB,AMD,2021-01-23,8
6463,1675,Lenovo Legion 5 Ryzen,Asus,tuf,21599000.0,sinarmulia,Jakarta Barat,512 GB,AMD,2021-01-23,51
6464,1676,Legion 5 2xid Ryzen,Asus,tuf,18499000.0,legionofficialst,Jakarta Utara,512 GB,AMD,2021-01-23,3
6465,1836,Lenovo Legion 5 Ryzen,Asus,tuf,17699000.0,agresid,Jakarta Utara,512 GB,AMD,2021-01-23,8
6466,1882,Asus Tuf Gaming A15,Asus,tuf,13899000.0,virtualtech9,Jakarta Pusat,512 GB,AMD,2021-01-23,3
6467,1773,Asus Tuf Fx506li I5,Asus,tuf,11999000.0,mimomart,Jakarta Utara,256 GB,Intel,2021-01-23,2
6468,1883,Asus Tuf Fx506ii R55tb6t-o,Asus,tuf,13999000.0,rogsstoreid,Jakarta Utara,512 GB,AMD,2021-01-23,1
6469,1884,Asus Tuf Gaming Fx506ih,Asus,tuf,13450000.0,mysteriotech,Jakarta Pusat,512 GB,,2021-01-23,1
6470,1826,Asus Tuf Gaming Fx506ih,Asus,tuf,13099000.0,gdmjy2881,Jakarta Pusat,512 GB,AMD,2021-01-23,1
6471,1827,Asus Tuf Fx506lh-i565b6t Core,Asus,tuf,13487540.0,uptod4te,Bandung,512 GB,Intel,2021-01-23,1
6472,1784,Asus Tuf Gaming Fx505dt-r565b6t,Asus,tuf,12100000.0,aringoid,Samarinda,512 GB,AMD,2021-01-23,1
6473,1785,Asus Tuf Gaming A15,Asus,tuf,12425000.0,hcoknk,Jakarta Pusat,,Intel,2021-01-23,1
6474,1885,Asus Tuf Fx506li I55tb6t-o,Asus,tuf,13349000.0,golaptop,Jakarta Pusat,512 GB,Intel,2021-01-23,1
6475,1886,Asus Tuf Fx506li I5-10300h,Asus,tuf,12425000.0,ekskom,Bandung,256 GB,Intel,2021-01-23,1
6476,1576,Asus Tuf Gaming Fx506ii-r55tb6t-o,Asus,tuf,13899000.0,vicmicindonesia,Jakarta Pusat,512 GB,AMD,2021-01-25,2
6477,1887,Asus Tuf Fx506ii R55tb6t-o,Asus,tuf,13999000.0,prostorecomputer,Jakarta Utara,512 GB,AMD,2021-01-25,2
6478,1888,Asus Tuf Fx506li I5,Asus,tuf,12499000.0,jackstore18,Jakarta Pusat,512 GB,Intel,2021-01-25,1
6479,1728,Asus Tuf Fx506li-i55tb6t-o I5-10300h,Asus,tuf,13493000.0,distrilapid,Jakarta Pusat,512 GB,Intel,2021-01-25,3
6480,481,Asus Tuf A15 Fx506iv-r9r6b6t,Asus,tuf,21195000.0,studiolaptop,Jakarta Pusat,512 GB,AMD,2021-01-25,3
6481,1677,Asus Tuf Gaming A15,Asus,tuf,15999000.0,protechcom,Jakarta Pusat,512 GB,AMD,2021-01-25,149
6482,1678,Asus Tuf Gaming A15,Asus,tuf,14499000.0,collinsofficial,Jakarta Pusat,512 GB,,2021-01-25,80
6483,1686,Asus Tuf Gaming F15,Asus,tuf,14543000.0,collinsofficial,Jakarta Pusat,512 GB,Intel,2021-01-25,14
6484,1680,Asus Tuf A15 Fx506ih,Asus,tuf,12649000.0,amd-id,Jakarta Utara,512 GB,AMD,2021-01-25,12
6485,1681,Asus Tuf Gaming A15,Asus,tuf,17599000.0,protechcom,Jakarta Pusat,1 TB,AMD,2021-01-25,54
6486,1685,Asus Tuf Gaming A15,Asus,tuf,19489000.0,protechcom,Jakarta Pusat,512 GB,AMD,2021-01-25,35
6487,1679,Asus Tuf Fx505dt Ryzen,Asus,tuf,11499000.0,amd-id,Jakarta Utara,512 GB,AMD,2021-01-25,8
6488,1889,Asus Tuf Gaming A15,Asus,tuf,17139000.0,collinsofficial,Jakarta Pusat,1 TB,,2021-01-25,26
6489,1767,Asus Tuf A15 Fx506ii,Asus,tuf,15799000.0,amd-id,Jakarta Utara,512 GB,AMD,2021-01-25,43
6490,1683,Asus Tuf Gaming A15,Asus,tuf,21439000.0,protechcom,Jakarta Pusat,512 GB,AMD,2021-01-25,18
6491,1890,Lenovo Legion 5-15arh05h-2gid R7-4800h,Asus,tuf,21199000.0,vicmicindonesia,Jakarta Pusat,512 GB,,2021-01-25,1
6492,1675,Lenovo Legion 5 Ryzen,Asus,tuf,21599000.0,sinarmulia,Jakarta Barat,512 GB,AMD,2021-01-25,52
6493,1565,Asus Rog Zephyrus G14,Asus,tuf,16932000.0,distrilapid,Jakarta Pusat,512 GB,,2021-01-25,8
6494,1891,Asus Tuf A15 Fx506iu-r766b7t,Asus,tuf,17049000.0,djteknologi,Jakarta Barat,1 TB,,2021-01-25,22
6495,1838,Asus Tuf Gaming Fx506iv,Asus,tuf,22419000.0,protechcom,Jakarta Pusat,512 GB,AMD,2021-01-25,1
6496,1866,Asus Tuf Gaming F15,Asus,tuf,15513000.0,protechcom,Jakarta Pusat,512 GB,Intel,2021-01-25,2
6497,1871,Asus Tuf Gaming A15,Asus,tuf,15199000.0,collinsofficial,Jakarta Pusat,512 GB,,2021-01-25,3
6498,1892,Asus Tuf Gaming A15,Asus,tuf,21439000.0,collinsofficial,Jakarta Pusat,512 GB,AMD,2021-01-25,8
6499,1870,Asus Tuf Fx506iv-r9r6b6t Ryzen,Asus,tuf,21199000.0,prostorecomputer,Jakarta Utara,512 GB,AMD,2021-01-25,5
6500,1850,Asus Tuf Fx506ih-r565b6b R5,Asus,tuf,12649000.0,janurtech,Jakarta Utara,512 GB,,2021-01-25,1
6501,1893,Asus Tuf Fx506iv Ryzen,Asus,tuf,17399000.0,janurtech,Jakarta Utara,512 GB,AMD,2021-01-25,6
6502,1770,Asus Tuf Gaming Fx506li-i55tb6t-o,Asus,tuf,13575000.0,collinsofficial,Jakarta Pusat,512 GB,Intel,2021-01-25,5
6503,1692,Asus Tuf Fx505gt-i565b6t -,Asus,tuf,13500000.0,digitalzone,Jakarta Pusat,512 GB,Intel,2021-01-25,4
6504,1894,Lenovo Ideapad Gaming 3,Asus,tuf,15499000.0,sinarmulia,Jakarta Barat,512 GB,AMD,2021-01-25,11
6505,1836,Lenovo Legion 5 Ryzen,Asus,tuf,17699000.0,agresid,Jakarta Utara,512 GB,AMD,2021-01-25,9
6506,1737,Lenovo Legion 5 Ryzen,Asus,tuf,18399000.0,sinarmulia,Jakarta Barat,512 GB,AMD,2021-01-25,60
6507,1676,Legion 5 2xid Ryzen,Asus,tuf,18499000.0,legionofficialst,Jakarta Utara,512 GB,AMD,2021-01-25,3
6508,1895,Asus Tuf Gaming F15,Asus,tuf,15499000.0,toptech,Jakarta Utara,512 GB,Intel,2021-01-25,8
6509,1896,Asus Tuf Fx506iv Ryzen,Asus,tuf,17399000.0,sasukeambas,Jakarta Selatan,512 GB,AMD,2021-01-25,1
6510,1897,Asus Tuf Gaming A15,Asus,tuf,21700000.0,ithouse,Jakarta Pusat,512 GB,AMD,2021-01-25,2
6511,1860,Asus Tuf Gaming A15,Asus,tuf,13635000.0,asusbysatuc,Jakarta Pusat,512 GB,AMD,2021-01-25,6
6512,1798,Asus Tuf Gaming F15,Asus,tuf,14499000.0,globalpersadasys,Jakarta Pusat,512 GB,Intel,2021-01-25,2
6513,1782,Asus Tuf Fx506li- Intel,Asus,tuf,12425000.0,kliknklikpgc,Jakarta Timur,256 GB,Intel,2021-01-25,3
6514,1898,Asus Tuf Fx506li-i55tb6t-o I5-10300h,Asus,tuf,13493000.0,distrilapid,Jakarta Pusat,512 GB,Intel,2021-01-25,3
6515,1872,Asus Tuf Fx506iu-r766b7t Ryzen7,Asus,tuf,16699000.0,prostorecomputer,Jakarta Utara,1 TB,AMD,2021-01-25,6
6516,1899,Asus Tuf Gaming A15,Asus,tuf,23299000.0,omgits,Jakarta Selatan,1 TB,AMD,2021-01-25,3
6517,1794,Asus Tuf Fx505dt-r565b6t Ryzen,Asus,tuf,11999000.0,wwweshopcom,Bekasi,,AMD,2021-01-25,4
6518,1900,Asus Tuf Gaming A15,Asus,tuf,22199000.0,asus,Jakarta Utara,,,2021-01-25,2
6519,1576,Asus Tuf Gaming Fx506ii-r55tb6t-o,Asus,tuf,13899000.0,vicmicindonesia,Jakarta Pusat,512 GB,AMD,2021-01-25,2
6520,1887,Asus Tuf Fx506ii R55tb6t-o,Asus,tuf,13999000.0,prostorecomputer,Jakarta Utara,512 GB,AMD,2021-01-25,2
6521,1888,Asus Tuf Fx506li I5,Asus,tuf,12499000.0,jackstore18,Jakarta Pusat,512 GB,Intel,2021-01-25,1
6522,1728,Asus Tuf Fx506li-i55tb6t-o I5-10300h,Asus,tuf,13493000.0,distrilapid,Jakarta Pusat,512 GB,Intel,2021-01-25,3
6523,481,Asus Tuf A15 Fx506iv-r9r6b6t,Asus,tuf,21195000.0,studiolaptop,Jakarta Pusat,512 GB,AMD,2021-01-25,3
6524,1901,Asus Tuf Gaming A15,Asus,tuf,13999000.0,best-buyit,Makassar,512 GB,,2021-01-25,3
6525,1902,Asus Tuf Fx506ii-r55tb6t R5-4600h,Asus,tuf,15499000.0,harmonimanado,Manado,512 GB,,2021-01-25,1
6526,1903,Asus Tuf A15 Fx506ii-r55tb6t,Asus,tuf,13800000.0,beyondtech,Jakarta Timur,512 GB,AMD,2021-01-25,5
6527,1904,Asus Tuf Gaming Fx505dt-r565b6t,Asus,tuf,11999000.0,megacomid,Jakarta Pusat,512 GB,,2021-01-25,5
6528,1830,Asus Tuf Gaming A15,Asus,tuf,21499000.0,omgits,Jakarta Selatan,,AMD,2021-01-25,3
6529,1905,Gaming Asus Tuf Fa506iv,Asus,tuf,17170000.0,bestofselleramba,Jakarta Selatan,512 GB,AMD,2021-01-25,2
6530,1906,Asus Tuf Fx506ii-r55tb6t Amd,Asus,tuf,13750000.0,gammacomputer,Surabaya,,AMD,2021-01-25,3
6531,1851,Asus Tuf Gaming A15,Asus,tuf,16699000.0,allkomputejkt,Jakarta Pusat,,AMD,2021-01-25,6
6532,1780,Asus Tuf Gaming Fx504ge,Asus,tuf,11700000.0,windya,Jakarta Utara,1 TB,Intel,2021-01-25,1
6533,1907,Asus Tuf Fx506li I5,Asus,tuf,11990000.0,husenalghozali,Tangerang,256 GB,Intel,2021-01-25,1
6534,1908,Lenovo Ideapad Gaming 3,Asus,tuf,15499000.0,agresid,Jakarta Utara,512 GB,AMD,2021-01-25,1
6535,1807,Legion 5 A7id Ryzen,Asus,tuf,21999000.0,legionofficialst,Jakarta Utara,512 GB,AMD,2021-01-25,2
6536,1909,Lenovo Legion 5 A7id,Asus,tuf,21099000.0,agresid,Jakarta Utara,512 GB,AMD,2021-01-25,5
6537,1894,Lenovo Ideapad Gaming 3,Asus,tuf,15499000.0,sinarmulia,Jakarta Barat,512 GB,AMD,2021-01-25,11
6538,1890,Lenovo Legion 5-15arh05h-2gid R7-4800h,Asus,tuf,21199000.0,vicmicindonesia,Jakarta Pusat,512 GB,,2021-01-25,1
6539,1758,Asus Tuf Fx506ii R55tb6t,Asus,tuf,13716000.0,chocoapple,Jakarta Pusat,,,2021-01-25,2
6540,1861,Asus Tuf A15 Fx506iv,Asus,tuf,19949000.0,distributorit,Jakarta Pusat,512 GB,AMD,2021-01-25,1
6541,1759,Asus Tuf Gaming A15,Asus,tuf,15599000.0,kbm24store,Jakarta Pusat,512 GB,,2021-01-25,1
6542,1910,Asus Tuf A15 Fx506iv,Asus,tuf,21795000.0,kinglaptopstore,Jakarta Pusat,,AMD,2021-01-25,1
6543,1773,Asus Tuf Fx506li I5,Asus,tuf,12599000.0,mimomart,Jakarta Utara,256 GB,Intel,2021-01-25,2
6544,1911,Asus Tuf Fx506iv Ryzen,Asus,tuf,16899000.0,fastit,Jakarta Pusat,512 GB,AMD,2021-01-25,1
6545,1912,Asus Tuf Gaming A15,Asus,tuf,14499000.0,harrismajogja,Yogyakarta,,,2021-01-25,1
6546,1882,Asus Tuf Gaming A15,Asus,tuf,13899000.0,virtualtech9,Jakarta Pusat,512 GB,AMD,2021-01-25,3
6547,1862,Asus Tuf Fx505dv R766rt,Asus,tuf,16000000.0,tigercombatam,Batam,512 GB,,2021-01-25,1
6548,1827,Asus Tuf Fx506lh-i565b6t Core,Asus,tuf,13487540.0,uptod4te,Bandung,512 GB,Intel,2021-01-25,1
6549,1888,Asus Tuf Fx506li I5,Asus,tuf,12499000.0,jackstore18,Jakarta Pusat,512 GB,Intel,2021-01-26,1
6550,1894,Lenovo Ideapad Gaming 3,Asus,tuf,15499000.0,sinarmulia,Jakarta Barat,512 GB,AMD,2021-01-26,13
6551,1807,Legion 5 A7id Ryzen,Asus,tuf,21999000.0,legionofficialst,Jakarta Utara,512 GB,AMD,2021-01-26,3
6552,576,Acer Nitro 5 An515,Asus,tuf,14343900.0,murahkom,Surabaya,512 GB,AMD,2021-01-26,3
6553,1890,Lenovo Legion 5-15arh05h-2gid R7-4800h,Asus,tuf,21199000.0,vicmicindonesia,Jakarta Pusat,512 GB,,2021-01-26,1
6554,1677,Asus Tuf Gaming A15,Asus,tuf,15799000.0,protechcom,Jakarta Pusat,512 GB,AMD,2021-01-26,151
6555,1678,Asus Tuf Gaming A15,Asus,tuf,14499000.0,collinsofficial,Jakarta Pusat,512 GB,,2021-01-26,80
6556,1686,Asus Tuf Gaming F15,Asus,tuf,14543000.0,collinsofficial,Jakarta Pusat,512 GB,Intel,2021-01-26,16
6557,1732,Asus Tuf A15 Fx506,Asus,tuf,16899000.0,gateway,Jakarta Utara,512 GB,AMD,2021-01-26,32
6558,1680,Asus Tuf A15 Fx506ih,Asus,tuf,12649000.0,amd-id,Jakarta Utara,512 GB,AMD,2021-01-26,12
6559,1681,Asus Tuf Gaming A15,Asus,tuf,16799000.0,protechcom,Jakarta Pusat,1 TB,AMD,2021-01-26,54
6560,1685,Asus Tuf Gaming A15,Asus,tuf,19489000.0,protechcom,Jakarta Pusat,512 GB,AMD,2021-01-26,35
6561,1679,Asus Tuf Fx505dt Ryzen,Asus,tuf,11499000.0,amd-id,Jakarta Utara,512 GB,AMD,2021-01-26,8
6562,1889,Asus Tuf Gaming A15,Asus,tuf,16799000.0,collinsofficial,Jakarta Pusat,1 TB,,2021-01-26,26
6563,1767,Asus Tuf A15 Fx506ii,Asus,tuf,15799000.0,amd-id,Jakarta Utara,512 GB,AMD,2021-01-26,44
6564,1913,Lenovo Legion 5 A5id,Asus,tuf,19399000.0,legionofficialst,Jakarta Utara,512 GB,AMD,2021-01-26,1
6565,1891,Asus Tuf A15 Fx506iu-r766b7t,Asus,tuf,17049000.0,djteknologi,Jakarta Barat,1 TB,,2021-01-26,22
6566,1916,Asus Tuf Gaming A15,Asus,tuf,19499000.0,collinsofficial,Jakarta Pusat,512 GB,AMD,2021-01-26,22
6567,1867,Asus Tuf Gaming F15,Asus,tuf,14543000.0,protechcom,Jakarta Pusat,512 GB,Intel,2021-01-26,5
6568,1838,Asus Tuf Gaming Fx506iv,Asus,tuf,21649000.0,protechcom,Jakarta Pusat,512 GB,AMD,2021-01-26,1
6569,1917,Asus Tuf Fx506ii R55tb6t-o,Asus,tuf,13999000.0,prostorecomputer,Jakarta Utara,512 GB,AMD,2021-01-26,2
6570,1871,Asus Tuf Gaming A15,Asus,tuf,15199000.0,collinsofficial,Jakarta Pusat,512 GB,,2021-01-26,3
6571,1918,Asus Tuf Gaming-f15 Fx506lh-i565b6t,Asus,tuf,12690000.0,xtalecomputer,Jakarta Timur,512 GB,Intel,2021-01-26,7
6572,1892,Asus Tuf Gaming A15,Asus,tuf,20699000.0,collinsofficial,Jakarta Pusat,512 GB,AMD,2021-01-26,8
6573,1870,Asus Tuf Fx506iv-r9r6b6t Ryzen,Asus,tuf,21199000.0,prostorecomputer,Jakarta Utara,512 GB,AMD,2021-01-26,5
6574,1850,Asus Tuf Fx506ih-r565b6b R5,Asus,tuf,12649000.0,janurtech,Jakarta Utara,512 GB,,2021-01-26,1
6575,1888,Asus Tuf Fx506li I5,Asus,tuf,12499000.0,jackstore18,Jakarta Pusat,512 GB,Intel,2021-01-26,1
6576,1894,Lenovo Ideapad Gaming 3,Asus,tuf,15499000.0,sinarmulia,Jakarta Barat,512 GB,AMD,2021-01-26,13
6577,1807,Legion 5 A7id Ryzen,Asus,tuf,21999000.0,legionofficialst,Jakarta Utara,512 GB,AMD,2021-01-26,3
6578,576,Acer Nitro 5 An515,Asus,tuf,14343900.0,murahkom,Surabaya,512 GB,AMD,2021-01-26,3
6579,1890,Lenovo Legion 5-15arh05h-2gid R7-4800h,Asus,tuf,21199000.0,vicmicindonesia,Jakarta Pusat,512 GB,,2021-01-26,1
6580,1771,Asus Tuf Gaming A15,Asus,tuf,16799000.0,asus,Jakarta Utara,,,2021-01-26,1
6581,1869,Asus Gaming Tuf Fx506iv,Asus,tuf,17399000.0,envicstore,Jakarta Utara,512 GB,,2021-01-26,2
6582,1848,Asus Tuf Gaming F15,Asus,tuf,16999000.0,asus,Jakarta Utara,,Intel,2021-01-26,3
6583,1919,Asus Tuf Gaming F15,Asus,tuf,16482000.0,protechcom,Jakarta Pusat,512 GB,Intel,2021-01-26,2
6584,1849,Asus Tuf A15 Fx506iv-r9r6b6t,Asus,tuf,21499000.0,spacetech,Jakarta Barat,512 GB,,2021-01-26,3
6585,1900,Asus Tuf Gaming A15,Asus,tuf,22199000.0,asus,Jakarta Utara,,,2021-01-26,2
6586,1845,Asus Tuf Fx506lh I565b6t,Asus,tuf,12499000.0,mimomart,Jakarta Utara,512 GB,Intel,2021-01-26,1
6587,1872,Asus Tuf Fx506iu-r766b7t Ryzen7,Asus,tuf,16799000.0,prostorecomputer,Jakarta Utara,1 TB,AMD,2021-01-26,7
6588,1854,Asus Tuf Fx506lu Geforce®,Asus,tuf,17699000.0,nvidiageforcelt,Jakarta Utara,,Intel,2021-01-26,1
6589,1798,Asus Tuf Gaming F15,Asus,tuf,14499000.0,globalpersadasys,Jakarta Pusat,512 GB,Intel,2021-01-26,2
6590,1588,Asus Rog S15 Gx502lws,Asus,tuf,41699000.0,nvidiageforcelt,Jakarta Utara,1 TB,Intel,2021-01-26,1
6591,1617,Rog G14 Ga401ii-r75ta6w Ryzen7-4800hs,Asus,tuf,21999000.0,armadakomputer,Surabaya,512 GB,AMD,2021-01-26,1
6592,1719,Asus Tuf Fx506iv Ryzen7-4800,Asus,tuf,19950000.0,homeitmalang,Malang,,AMD,2021-01-26,1
6593,1920,Asus Tuf F15 Fx506lu-i766b6t-o,Asus,tuf,17999000.0,collinsofficial,Jakarta Pusat,512 GB,Intel,2021-01-26,2
6594,1881,Asus Tuf Gaming A15,Asus,tuf,23199000.0,omgits,Jakarta Selatan,1 TB,AMD,2021-01-26,1
6595,1793,Asus Tuf Gaming A15,Asus,tuf,16899000.0,cyberpad,Jakarta Pusat,512 GB,AMD,2021-01-26,2
